query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Porites_compressa_HIv1___RNAseq.g4204.t1,SLC25,,O95847,1.17e-132,Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25 member 27),inner ear development [GO:0048839]; intracellular triglyceride homeostasis [GO:0035356]; negative regulation of mitochondrial calcium ion concentration [GO:0051562]; negative regulation of mitochondrial membrane potential [GO:0010917]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cell population proliferation [GO:0008284]; regulation of D-glucose import [GO:0046324]; response to cold [GO:0009409],GO:0005739; GO:0005743; GO:0008284; GO:0009409; GO:0010917; GO:0015078; GO:0015108; GO:0022857; GO:0031966; GO:0035356; GO:0042803; GO:0043025; GO:0043524; GO:0045177; GO:0046324; GO:0048839; GO:0051562,apical part of cell [GO:0045177]; mitochondrial inner membrane [GO:0005743]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025],chloride transmembrane transporter activity [GO:0015108]; protein homodimerization activity [GO:0042803]; proton transmembrane transporter activity [GO:0015078]; transmembrane transporter activity [GO:0022857],Mitochondrial uncoupling protein 4
Porites_compressa_HIv1___RNAseq.g4486.t1,Bhattacharya2016,KCNK3,Q63ZI0,6.96e-84,Potassium channel subfamily K member 9,potassium ion import across plasma membrane [GO:1990573]; stabilization of membrane potential [GO:0030322],GO:0005886; GO:0015271; GO:0022841; GO:0030322; GO:1990573,plasma membrane [GO:0005886],outward rectifier potassium channel activity [GO:0015271]; potassium ion leak channel activity [GO:0022841],KCNK3
Porites_compressa_HIv1___RNAseq.g4549.t1,aquaporin,,Q6J8I9,1.9e-45,Lens fiber major intrinsic protein (Aquaporin-0),gap junction-mediated intercellular transport [GO:1990349]; homotypic cell-cell adhesion [GO:0034109]; lens development in camera-type eye [GO:0002088]; maintenance of lens transparency [GO:0036438]; visual perception [GO:0007601]; water transport [GO:0006833],GO:0002088; GO:0005212; GO:0005516; GO:0005886; GO:0006833; GO:0007601; GO:0015250; GO:0016324; GO:0034109; GO:0036438; GO:0070161; GO:0098631; GO:1990349,anchoring junction [GO:0070161]; apical plasma membrane [GO:0016324]; plasma membrane [GO:0005886],calmodulin binding [GO:0005516]; cell adhesion mediator activity [GO:0098631]; structural constituent of eye lens [GO:0005212]; water channel activity [GO:0015250],Lens fiber major intrinsic protein
Porites_compressa_HIv1___RNAseq.g4782.t1,"calcium, Golgi_calcium",,P98194,0,Calcium-transporting ATPase type 2C member 1 (ATPase 2C1) (EC 7.2.2.10) (ATP-dependent Ca(2+) pump PMR1) (Ca(2+)/Mn(2+)-ATPase 2C1) (Secretory pathway Ca(2+)-transporting ATPase type 1) (SPCA1),actin cytoskeleton organization [GO:0030036]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; epidermis development [GO:0008544]; Golgi calcium ion homeostasis [GO:0032468]; Golgi calcium ion transport [GO:0032472]; intracellular calcium ion homeostasis [GO:0006874]; intracellular manganese ion homeostasis [GO:0030026]; manganese ion transport [GO:0006828]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of Golgi to plasma membrane protein transport [GO:0042998]; trans-Golgi network membrane organization [GO:0098629],GO:0000139; GO:0005388; GO:0005509; GO:0005524; GO:0005783; GO:0005794; GO:0005802; GO:0005886; GO:0006816; GO:0006828; GO:0006874; GO:0008544; GO:0016020; GO:0016339; GO:0016887; GO:0030026; GO:0030036; GO:0030145; GO:0032468; GO:0032472; GO:0032580; GO:0033106; GO:0042998; GO:0043123; GO:0046872; GO:0070588; GO:0098629; GO:0140613,cis-Golgi network membrane [GO:0033106]; endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; Golgi cisterna membrane [GO:0032580]; Golgi membrane [GO:0000139]; membrane [GO:0016020]; plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802],ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; calcium ion binding [GO:0005509]; manganese ion binding [GO:0030145]; metal ion binding [GO:0046872]; P-type calcium transporter activity [GO:0005388]; P-type manganese transporter activity [GO:0140613],Calcium-transporting ATPase type 2C member 1
Porites_compressa_HIv1___RNAseq.g4837.t1,"calcium, ER_calcium",,Q16611,2.68e-38,Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7),animal organ regeneration [GO:0031100]; apoptotic process [GO:0006915]; apoptotic process involved in blood vessel morphogenesis [GO:1902262]; apoptotic signaling pathway [GO:0097190]; B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; B cell negative selection [GO:0002352]; blood vessel remodeling [GO:0001974]; calcium ion transport into cytosol [GO:0060402]; cellular response to mechanical stimulus [GO:0071260]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; endocrine pancreas development [GO:0031018]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial cell proliferation [GO:0050673]; establishment of localization in cell [GO:0051649]; establishment or maintenance of transmembrane electrochemical gradient [GO:0010248]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; fibroblast apoptotic process [GO:0044346]; intrinsic apoptotic signaling pathway [GO:0097193]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; limb morphogenesis [GO:0035108]; mitochondrial fusion [GO:0008053]; myeloid cell homeostasis [GO:0002262]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endoplasmic reticulum calcium ion concentration [GO:0032471]; negative regulation of gene expression [GO:0010629]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901030]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of proteolysis [GO:0045862]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; post-embryonic camera-type eye morphogenesis [GO:0048597]; regulation of cell cycle [GO:0051726]; regulation of mitochondrial membrane permeability [GO:0046902]; regulation of mitochondrial membrane potential [GO:0051881]; release of cytochrome c from mitochondria [GO:0001836]; response to ethanol [GO:0045471]; response to fungus [GO:0009620]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to mycotoxin [GO:0010046]; response to UV-C [GO:0010225]; response to xenobiotic stimulus [GO:0009410]; thymocyte apoptotic process [GO:0070242]; vagina development [GO:0060068],GO:0001782; GO:0001783; GO:0001836; GO:0001974; GO:0002262; GO:0002352; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006915; GO:0008053; GO:0008285; GO:0008630; GO:0009410; GO:0009620; GO:0010046; GO:0010225; GO:0010248; GO:0010332; GO:0010524; GO:0010629; GO:0015267; GO:0015288; GO:0031018; GO:0031072; GO:0031100; GO:0031334; GO:0032469; GO:0032471; GO:0034620; GO:0034644; GO:0035108; GO:0042542; GO:0042802; GO:0042803; GO:0043065; GO:0044325; GO:0044346; GO:0044877; GO:0045471; GO:0045862; GO:0046872; GO:0046902; GO:0046930; GO:0046982; GO:0048597; GO:0050673; GO:0051087; GO:0051400; GO:0051649; GO:0051726; GO:0051881; GO:0060068; GO:0060402; GO:0070059; GO:0070242; GO:0071260; GO:0090200; GO:0090201; GO:0097136; GO:0097145; GO:0097190; GO:0097192; GO:0097193; GO:1901029; GO:1901030; GO:1902262; GO:1903896,BAK complex [GO:0097145]; Bcl-2 family protein complex [GO:0097136]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; pore complex [GO:0046930],BH domain binding [GO:0051400]; channel activity [GO:0015267]; heat shock protein binding [GO:0031072]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; porin activity [GO:0015288]; protein heterodimerization activity [GO:0046982]; protein homodimerization activity [GO:0042803]; protein-containing complex binding [GO:0044877]; protein-folding chaperone binding [GO:0051087]; transmembrane transporter binding [GO:0044325],Bcl-2 homologous antagonist/killer
Porites_compressa_HIv1___RNAseq.g5331.t1,"TRP, calcium",,O35119,1.87e-15,Short transient receptor potential channel 4 (Trp4) (TrpC4) (Capacitative calcium entry channel 1) (CCE1),calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709]; positive regulation of store-operated calcium entry [GO:0106129]; regulation of action potential firing rate [GO:0099605]; regulation of calcium ion transport [GO:0051924]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0005901; GO:0005911; GO:0006816; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0032991; GO:0034703; GO:0034704; GO:0045121; GO:0045296; GO:0048709; GO:0051480; GO:0051924; GO:0070509; GO:0070588; GO:0070679; GO:0099605; GO:0106129,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; cation channel complex [GO:0034703]; caveola [GO:0005901]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Porites_compressa_HIv1___RNAseq.g5363.t1,calcium,,P30551,4.25e-15,Cholecystokinin receptor type A (CCK-A receptor) (CCK-AR) (Cholecystokinin-1 receptor) (CCK1-R),animal organ regeneration [GO:0031100]; axonogenesis [GO:0007409]; cellular response to hormone stimulus [GO:0032870]; cholecystokinin signaling pathway [GO:0038188]; eating behavior [GO:0042755]; feeding behavior [GO:0007631]; forebrain development [GO:0030900]; G protein-coupled receptor signaling pathway [GO:0007186]; gastric acid secretion [GO:0001696]; insulin secretion [GO:0030073]; neuron migration [GO:0001764]; pancreas development [GO:0031016]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of somatostatin secretion [GO:0090274]; reduction of food intake in response to dietary excess [GO:0002023]; regulation of calcium ion transport [GO:0051924]; regulation of hormone secretion [GO:0046883]; regulation of potassium ion transport [GO:0043266]; response to glucocorticoid [GO:0051384]; response to lipopolysaccharide [GO:0032496]; response to nutrient [GO:0007584]; response to starvation [GO:0042594]; response to steroid hormone [GO:0048545]; temperature homeostasis [GO:0001659],GO:0001659; GO:0001696; GO:0001764; GO:0002023; GO:0004951; GO:0005768; GO:0005886; GO:0007186; GO:0007204; GO:0007409; GO:0007584; GO:0007631; GO:0016020; GO:0017046; GO:0030073; GO:0030900; GO:0031016; GO:0031100; GO:0032496; GO:0032870; GO:0038188; GO:0042594; GO:0042755; GO:0043195; GO:0043266; GO:0046883; GO:0048545; GO:0051384; GO:0051924; GO:0090274,endosome [GO:0005768]; membrane [GO:0016020]; plasma membrane [GO:0005886]; terminal bouton [GO:0043195],cholecystokinin receptor activity [GO:0004951]; peptide hormone binding [GO:0017046],Cholecystokinin receptor type A
Porites_compressa_HIv1___RNAseq.g5640.t1,calcium,,Q1LY46,2.34e-173,Mitochondrial proton/calcium exchanger protein (Electroneutral mitochondrial K(+)/H(+)exchanger) (KHE) (Leucine zipper-EF-hand-containing transmembrane protein 1),calcium export from the mitochondrion [GO:0099093]; calcium ion transport [GO:0006816]; inner mitochondrial membrane organization [GO:0007007]; mitochondrial calcium ion homeostasis [GO:0051560]; mitochondrial calcium ion transmembrane transport [GO:0006851]; mitochondrion organization [GO:0007005]; potassium ion transport [GO:0006813]; protein hexamerization [GO:0034214]; protein homooligomerization [GO:0051260],GO:0005509; GO:0005739; GO:0005743; GO:0006813; GO:0006816; GO:0006851; GO:0007005; GO:0007007; GO:0015369; GO:0034214; GO:0043022; GO:0051260; GO:0051560; GO:0099093,mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739],calcium ion binding [GO:0005509]; calcium:proton antiporter activity [GO:0015369]; ribosome binding [GO:0043022],Mitochondrial proton/calcium exchanger protein
Porites_compressa_HIv1___RNAseq.g573.t1b,Bhattacharya2016,CLCN2,Q9WU45,0,Chloride channel protein 2 (ClC-2),regulation of aldosterone biosynthetic process [GO:0032347],GO:0005247; GO:0005886; GO:0016323; GO:0030424; GO:0032347; GO:0032591; GO:0034707; GO:0045211,axon [GO:0030424]; basolateral plasma membrane [GO:0016323]; chloride channel complex [GO:0034707]; dendritic spine membrane [GO:0032591]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211],voltage-gated chloride channel activity [GO:0005247],CLCN2
Porites_compressa_HIv1___RNAseq.g5871.t1,calcium,,Q6PDJ1,8.38e-162,VWFA and cache domain-containing protein 1 (Cache domain-containing protein 1),calcium ion transport [GO:0006816],GO:0006816; GO:0016020,membrane [GO:0016020],,VWFA and cache domain-containing protein 1
Porites_compressa_HIv1___RNAseq.g6021.t2,calcium,,P79134,2.38e-89,Annexin A6 (Annexin VI) (Annexin-6),apoptotic signaling pathway [GO:0097190]; biomineral tissue development [GO:0031214]; calcium ion import [GO:0070509]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; growth plate cartilage chondrocyte differentiation [GO:0003418]; mitochondrial calcium ion homeostasis [GO:0051560]; negative regulation of sequestering of calcium ion [GO:0051283]; regulation of muscle contraction [GO:0006937],GO:0001725; GO:0001786; GO:0003418; GO:0005262; GO:0005509; GO:0005544; GO:0005634; GO:0005737; GO:0005886; GO:0005925; GO:0006816; GO:0006937; GO:0008201; GO:0012506; GO:0016020; GO:0019899; GO:0030061; GO:0031214; GO:0031982; GO:0035374; GO:0038024; GO:0042470; GO:0042584; GO:0048306; GO:0048471; GO:0051015; GO:0051283; GO:0051560; GO:0070509; GO:0070588; GO:0097190,chromaffin granule membrane [GO:0042584]; cytoplasm [GO:0005737]; focal adhesion [GO:0005925]; melanosome [GO:0042470]; membrane [GO:0016020]; mitochondrial crista [GO:0030061]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; stress fiber [GO:0001725]; vesicle [GO:0031982]; vesicle membrane [GO:0012506],actin filament binding [GO:0051015]; calcium channel activity [GO:0005262]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; calcium-dependent protein binding [GO:0048306]; cargo receptor activity [GO:0038024]; chondroitin sulfate binding [GO:0035374]; enzyme binding [GO:0019899]; heparin binding [GO:0008201]; phosphatidylserine binding [GO:0001786],Annexin A6
Porites_compressa_HIv1___RNAseq.g6451.t1,"TRP, calcium",,Q6RI86,3.59e-110,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___RNAseq.g6452.t1,TRP,,O75762,2.86e-109,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Transformation-sensitive protein p120) (p120) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005245; GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042802; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___RNAseq.g6454.t1,"TRP, calcium",,Q6RI86,6.9e-105,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___RNAseq.g6455.t1,"TRP, calcium",,Q6RI86,8.38e-109,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; sensory perception of pain [GO:0019233]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016324; GO:0019233; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0070588; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Porites_compressa_HIv1___RNAseq.g6456.t1,"TRP, calcium",,Q8BLA8,1.61e-107,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
