query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Pocillopora_acuta_HIv2___RNAseq.g29076.t1,calcium,,P48442,3.56e-81,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR),adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; bile acid secretion [GO:0032782]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion import [GO:0070509]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hypoxia [GO:0071456]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to peptide [GO:1901653]; cellular response to vitamin D [GO:0071305]; chloride transmembrane transport [GO:1902476]; detection of calcium ion [GO:0005513]; fat pad development [GO:0060613]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; JNK cascade [GO:0007254]; ossification [GO:0001503]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of calcium ion import [GO:0090280]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of insulin secretion [GO:0032024]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of vasoconstriction [GO:0045907]; regulation of calcium ion transport [GO:0051924]; regulation of presynaptic membrane potential [GO:0099505]; response to calcium ion [GO:0051592]; response to fibroblast growth factor [GO:0071774]; response to ischemia [GO:0002931]; response to metal ion [GO:0010038]; vasodilation [GO:0042311],GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032782; GO:0035729; GO:0042311; GO:0042734; GO:0042803; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:0098978; GO:0099505; GO:1901653; GO:1902476,apical plasma membrane [GO:0016324]; axon [GO:0030424]; axon terminus [GO:0043679]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; integrin binding [GO:0005178]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; transmembrane transporter binding [GO:0044325],Extracellular calcium-sensing receptor
Pocillopora_acuta_HIv2___RNAseq.g29077.t1,calcium,,O62714,3.38e-163,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1),detection of calcium ion [GO:0005513]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; regulation of calcium ion transport [GO:0051924],GO:0004930; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0016597; GO:0042803; GO:0051924,plasma membrane [GO:0005886],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; protein homodimerization activity [GO:0042803],Extracellular calcium-sensing receptor
Pocillopora_acuta_HIv2___RNAseq.g29078.t1,calcium,,P48442,2.78e-109,Extracellular calcium-sensing receptor (CaSR) (Parathyroid cell calcium-sensing receptor) (PCaR1) (RaKCaR),adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; bile acid secretion [GO:0032782]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion import [GO:0070509]; cellular response to glucose stimulus [GO:0071333]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; cellular response to hypoxia [GO:0071456]; cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cellular response to peptide [GO:1901653]; cellular response to vitamin D [GO:0071305]; chloride transmembrane transport [GO:1902476]; detection of calcium ion [GO:0005513]; fat pad development [GO:0060613]; G protein-coupled receptor signaling pathway [GO:0007186]; intracellular calcium ion homeostasis [GO:0006874]; JNK cascade [GO:0007254]; ossification [GO:0001503]; phospholipase C-activating G protein-coupled receptor signaling pathway [GO:0007200]; positive regulation of calcium ion import [GO:0090280]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of gene expression [GO:0010628]; positive regulation of insulin secretion [GO:0032024]; positive regulation of positive chemotaxis [GO:0050927]; positive regulation of vasoconstriction [GO:0045907]; regulation of calcium ion transport [GO:0051924]; regulation of presynaptic membrane potential [GO:0099505]; response to calcium ion [GO:0051592]; response to fibroblast growth factor [GO:0071774]; response to ischemia [GO:0002931]; response to metal ion [GO:0010038]; vasodilation [GO:0042311],GO:0001503; GO:0002931; GO:0004930; GO:0005178; GO:0005509; GO:0005513; GO:0005886; GO:0006874; GO:0007186; GO:0007193; GO:0007200; GO:0007254; GO:0008284; GO:0009986; GO:0010038; GO:0010628; GO:0016323; GO:0016324; GO:0016597; GO:0019901; GO:0030424; GO:0032024; GO:0032782; GO:0035729; GO:0042311; GO:0042734; GO:0042803; GO:0043025; GO:0043679; GO:0044325; GO:0045907; GO:0048754; GO:0050927; GO:0051592; GO:0051924; GO:0060613; GO:0070374; GO:0070509; GO:0071305; GO:0071333; GO:0071404; GO:0071456; GO:0071774; GO:0090280; GO:0098978; GO:0099505; GO:1901653; GO:1902476,apical plasma membrane [GO:0016324]; axon [GO:0030424]; axon terminus [GO:0043679]; basolateral plasma membrane [GO:0016323]; cell surface [GO:0009986]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; presynaptic membrane [GO:0042734],amino acid binding [GO:0016597]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; integrin binding [GO:0005178]; protein homodimerization activity [GO:0042803]; protein kinase binding [GO:0019901]; transmembrane transporter binding [GO:0044325],Extracellular calcium-sensing receptor
Pocillopora_acuta_HIv2___RNAseq.g29227.t1,Bhattacharya2016,ASIC5,Q708S4,3.41e-78,Acid-sensing ion channel 4-A (ASIC4-A) (Acid-sensing ion channel 4.1) (Amiloride-sensitive cation channel 4-A) (ZASIC4.1),sodium ion transmembrane transport [GO:0035725],GO:0005248; GO:0005261; GO:0005886; GO:0015280; GO:0035725; GO:0045177,apical part of cell [GO:0045177]; plasma membrane [GO:0005886],ligand-gated sodium channel activity [GO:0015280]; monoatomic cation channel activity [GO:0005261]; voltage-gated sodium channel activity [GO:0005248],ASIC5
Pocillopora_acuta_HIv2___RNAseq.g29247.t1,"TRP, calcium",,Q8BLA8,2.35e-31,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g29250.t1,"TRP, calcium",,Q8BLA8,5.71e-44,Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor),calcium ion transmembrane import into cytosol [GO:0097553]; calcium ion transport [GO:0006816]; cell surface receptor signaling pathway [GO:0007166]; cellular response to caffeine [GO:0071313]; cellular response to carbon dioxide [GO:0071244]; cellular response to cold [GO:0070417]; cellular response to food [GO:0071240]; cellular response to heat [GO:0034605]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to toxic substance [GO:0097237]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception [GO:0050974]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]; positive regulation of monoatomic anion transport [GO:1903793]; protein homotetramerization [GO:0051289]; regulation of blood circulation [GO:1903522]; regulation of neuronal action potential [GO:0098908]; response to cold [GO:0009409]; response to hydrogen peroxide [GO:0042542]; response to pain [GO:0048265]; response to xenobiotic stimulus [GO:0009410]; thermoception [GO:0050955]; urinary bladder smooth muscle contraction [GO:0014832],GO:0005216; GO:0005245; GO:0005262; GO:0005886; GO:0006816; GO:0006874; GO:0007166; GO:0009409; GO:0009410; GO:0014832; GO:0015267; GO:0015278; GO:0016020; GO:0016324; GO:0030424; GO:0032421; GO:0034605; GO:0035774; GO:0042542; GO:0042802; GO:0046872; GO:0048265; GO:0050955; GO:0050966; GO:0050968; GO:0050974; GO:0051289; GO:0070301; GO:0070417; GO:0071240; GO:0071244; GO:0071313; GO:0097237; GO:0097553; GO:0097604; GO:0098908; GO:1903522; GO:1903793; GO:1990760,apical plasma membrane [GO:0016324]; axon [GO:0030424]; membrane [GO:0016020]; plasma membrane [GO:0005886]; stereocilium bundle [GO:0032421],calcium channel activity [GO:0005262]; channel activity [GO:0015267]; identical protein binding [GO:0042802]; intracellularly gated calcium channel activity [GO:0015278]; metal ion binding [GO:0046872]; monoatomic ion channel activity [GO:0005216]; osmolarity-sensing monoatomic cation channel activity [GO:1990760]; temperature-gated cation channel activity [GO:0097604]; voltage-gated calcium channel activity [GO:0005245],Transient receptor potential cation channel subfamily A member 1
Pocillopora_acuta_HIv2___RNAseq.g29936.t1,calcium,,Q01484,8.55e-15,Ankyrin-2 (ANK-2) (Ankyrin-B) (Brain ankyrin) (Non-erythroid ankyrin),atrial cardiac muscle cell action potential [GO:0086014]; atrial cardiac muscle cell to AV node cell communication [GO:0086066]; atrial septum development [GO:0003283]; endocytosis [GO:0006897]; intracellular calcium ion homeostasis [GO:0006874]; membrane depolarization during SA node cell action potential [GO:0086046]; paranodal junction assembly [GO:0030913]; positive regulation of calcium ion transport [GO:0051928]; positive regulation of gene expression [GO:0010628]; positive regulation of potassium ion import across plasma membrane [GO:1903288]; protein localization [GO:0008104]; protein localization to cell surface [GO:0034394]; protein localization to endoplasmic reticulum [GO:0070972]; protein localization to M-band [GO:0036309]; protein localization to organelle [GO:0033365]; protein localization to plasma membrane [GO:0072659]; protein localization to T-tubule [GO:0036371]; protein stabilization [GO:0050821]; protein transport [GO:0015031]; regulation of atrial cardiac muscle cell action potential [GO:0098910]; regulation of calcium ion transport [GO:0051924]; regulation of cardiac muscle cell contraction [GO:0086004]; regulation of cardiac muscle contraction [GO:0055117]; regulation of cardiac muscle contraction by calcium ion signaling [GO:0010882]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of heart rate [GO:0002027]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of protein stability [GO:0031647]; regulation of release of sequestered calcium ion into cytosol [GO:0051279]; regulation of SA node cell action potential [GO:0098907]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; response to methylmercury [GO:0051597]; SA node cell action potential [GO:0086015]; SA node cell to atrial cardiac muscle cell communication [GO:0086070]; sarcoplasmic reticulum calcium ion transport [GO:0070296]; T-tubule organization [GO:0033292]; ventricular cardiac muscle cell action potential [GO:0086005],GO:0002027; GO:0003283; GO:0005200; GO:0005739; GO:0005764; GO:0005769; GO:0005829; GO:0005856; GO:0005886; GO:0006874; GO:0006897; GO:0008093; GO:0008104; GO:0010628; GO:0010881; GO:0010882; GO:0014704; GO:0015031; GO:0016323; GO:0016324; GO:0019899; GO:0019901; GO:0030018; GO:0030315; GO:0030507; GO:0030674; GO:0030913; GO:0031430; GO:0031647; GO:0031672; GO:0033292; GO:0033365; GO:0034394; GO:0036309; GO:0036371; GO:0042383; GO:0043005; GO:0043034; GO:0044325; GO:0045211; GO:0050821; GO:0051117; GO:0051279; GO:0051597; GO:0051924; GO:0051928; GO:0055037; GO:0055117; GO:0060307; GO:0070296; GO:0070972; GO:0072659; GO:0086004; GO:0086005; GO:0086014; GO:0086015; GO:0086046; GO:0086066; GO:0086070; GO:0086091; GO:0098907; GO:0098910; GO:0099103; GO:0099104; GO:0140031; GO:1903288,A band [GO:0031672]; apical plasma membrane [GO:0016324]; basolateral plasma membrane [GO:0016323]; costamere [GO:0043034]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; early endosome [GO:0005769]; intercalated disc [GO:0014704]; lysosome [GO:0005764]; M band [GO:0031430]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; plasma membrane [GO:0005886]; postsynaptic membrane [GO:0045211]; recycling endosome [GO:0055037]; sarcolemma [GO:0042383]; T-tubule [GO:0030315]; Z disc [GO:0030018],ATPase binding [GO:0051117]; channel activator activity [GO:0099103]; cytoskeletal anchor activity [GO:0008093]; enzyme binding [GO:0019899]; phosphorylation-dependent protein binding [GO:0140031]; potassium channel activator activity [GO:0099104]; protein kinase binding [GO:0019901]; protein-macromolecule adaptor activity [GO:0030674]; spectrin binding [GO:0030507]; structural constituent of cytoskeleton [GO:0005200]; transmembrane transporter binding [GO:0044325],Ankyrin-2
Pocillopora_acuta_HIv2___RNAseq.g29967.t1,"calcium, ER_calcium, Bhattacharya2016",ITPR1,Q14643,0,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5 trisphosphate receptor) (Inositol 1,4,5-trisphosphate receptor type 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)",calcium import into the mitochondrion [GO:0036444]; calcium ion transport [GO:0006816]; cell morphogenesis [GO:0000902]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial fluid transport [GO:0042045]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; ligand-gated ion channel signaling pathway [GO:1990806]; negative regulation of calcium-mediated signaling [GO:0050849]; phospholipase C-activating G protein-coupled acetylcholine receptor signaling pathway [GO:0007207]; positive regulation of apoptotic process [GO:0043065]; positive regulation of insulin secretion [GO:0032024]; post-embryonic development [GO:0009791]; protein homotetramerization [GO:0051289]; regulation of autophagy [GO:0010506]; regulation of cytosolic calcium ion concentration [GO:0051480]; release of sequestered calcium ion into cytosol [GO:0051209]; release of sequestered calcium ion into cytosol by endoplasmic reticulum [GO:1903514]; response to hypoxia [GO:0001666]; signal transduction [GO:0007165]; single fertilization [GO:0007338]; voluntary musculoskeletal movement [GO:0050882],GO:0000902; GO:0001666; GO:0005220; GO:0005509; GO:0005524; GO:0005637; GO:0005730; GO:0005783; GO:0005789; GO:0005886; GO:0005955; GO:0006816; GO:0007165; GO:0007207; GO:0007338; GO:0009791; GO:0010506; GO:0014069; GO:0015085; GO:0015278; GO:0016020; GO:0016529; GO:0019855; GO:0019904; GO:0030658; GO:0030667; GO:0031088; GO:0031094; GO:0031095; GO:0032024; GO:0032469; GO:0035091; GO:0036444; GO:0042045; GO:0042803; GO:0043065; GO:0048471; GO:0050849; GO:0050882; GO:0051209; GO:0051289; GO:0051480; GO:0070059; GO:0070679; GO:0098685; GO:0098695; GO:1903514; GO:1990806,calcineurin complex [GO:0005955]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; nuclear inner membrane [GO:0005637]; nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; platelet dense granule membrane [GO:0031088]; platelet dense tubular network [GO:0031094]; platelet dense tubular network membrane [GO:0031095]; postsynaptic density [GO:0014069]; sarcoplasmic reticulum [GO:0016529]; Schaffer collateral - CA1 synapse [GO:0098685]; secretory granule membrane [GO:0030667]; transport vesicle membrane [GO:0030658],"ATP binding [GO:0005524]; calcium channel inhibitor activity [GO:0019855]; calcium ion binding [GO:0005509]; calcium ion transmembrane transporter activity [GO:0015085]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate receptor activity involved in regulation of postsynaptic cytosolic calcium levels [GO:0098695]; inositol 1,4,5-trisphosphate-gated calcium channel activity [GO:0005220]; intracellularly gated calcium channel activity [GO:0015278]; phosphatidylinositol binding [GO:0035091]; protein domain specific binding [GO:0019904]; protein homodimerization activity [GO:0042803]",ITPR1
Pocillopora_acuta_HIv2___RNAseq.g3020.t1,calcium,,Q75VR0,1.29e-21,Two pore calcium channel protein 1B (Voltage-dependent calcium channel protein TPC1B) (NtTPC1B),calcium ion transport [GO:0006816]; defense response [GO:0006952],GO:0000325; GO:0005245; GO:0005509; GO:0005774; GO:0006816; GO:0006952; GO:0034702,monoatomic ion channel complex [GO:0034702]; plant-type vacuole [GO:0000325]; vacuolar membrane [GO:0005774],calcium ion binding [GO:0005509]; voltage-gated calcium channel activity [GO:0005245],Two pore calcium channel protein 1B
Pocillopora_acuta_HIv2___RNAseq.g30872.t1,"calcium, ER_calcium, Bhattacharya2016",SELK,Q641S4,6.96e-10,Selenoprotein K (SelK),calcium ion transport [GO:0006816]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; protein palmitoylation [GO:0018345],GO:0005783; GO:0005789; GO:0005794; GO:0005886; GO:0006816; GO:0018345; GO:0032469,endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886],,SELK
Pocillopora_acuta_HIv2___RNAseq.g30932.t1,TRP,,Q18297,1.59e-139,Transient receptor potential cation channel subfamily A member 1 homolog,,GO:0005216; GO:0005886; GO:0043025; GO:0097730,neuronal cell body [GO:0043025]; non-motile cilium [GO:0097730]; plasma membrane [GO:0005886],monoatomic ion channel activity [GO:0005216],Transient receptor potential cation channel subfamily A member 1 homolog
Pocillopora_acuta_HIv2___RNAseq.g3606.t1,Bhattacharya2016,NA,Q7T2C4,2.63e-147,Prestin (Solute carrier family 26 member 5),chloride transmembrane transport [GO:1902476]; chloride transport [GO:0006821]; oxalate transport [GO:0019532]; regulation of membrane potential [GO:0042391]; sulfate transmembrane transport [GO:1902358],GO:0005737; GO:0005886; GO:0006821; GO:0008271; GO:0015075; GO:0015106; GO:0015108; GO:0015116; GO:0015499; GO:0016020; GO:0019531; GO:0019532; GO:0042391; GO:0160044; GO:0160046; GO:1902358; GO:1902476,cytoplasm [GO:0005737]; membrane [GO:0016020]; plasma membrane [GO:0005886],bicarbonate transmembrane transporter activity [GO:0015106]; chloride transmembrane transporter activity [GO:0015108]; formate transmembrane transporter activity [GO:0015499]; monoatomic ion transmembrane transporter activity [GO:0015075]; oxalate transmembrane transporter activity [GO:0019531]; oxalate:chloride antiporter activity [GO:0160046]; secondary active sulfate transmembrane transporter activity [GO:0008271]; sulfate transmembrane transporter activity [GO:0015116]; sulfate:chloride antiporter activity [GO:0160044],NA
Pocillopora_acuta_HIv2___RNAseq.g3792.t1,"calcium, Bhattacharya2016",STIM1,Q13586,8.92e-122,Stromal interaction molecule 1,activation of store-operated calcium channel activity [GO:0032237]; detection of calcium ion [GO:0005513]; enamel mineralization [GO:0070166]; intracellular calcium ion homeostasis [GO:0006874]; positive regulation of adenylate cyclase activity [GO:0045762]; positive regulation of angiogenesis [GO:0045766]; regulation of calcium ion transport [GO:0051924]; regulation of store-operated calcium entry [GO:2001256]; store-operated calcium entry [GO:0002115],GO:0002020; GO:0002115; GO:0005246; GO:0005509; GO:0005513; GO:0005783; GO:0005789; GO:0005874; GO:0005886; GO:0006874; GO:0032237; GO:0032541; GO:0033017; GO:0042802; GO:0044853; GO:0045762; GO:0045766; GO:0051010; GO:0051924; GO:0070166; GO:2001256,cortical endoplasmic reticulum [GO:0032541]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; microtubule [GO:0005874]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; sarcoplasmic reticulum membrane [GO:0033017],calcium channel regulator activity [GO:0005246]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; microtubule plus-end binding [GO:0051010]; protease binding [GO:0002020],STIM1
Pocillopora_acuta_HIv2___RNAseq.g3803.t1,"calcium, Golgi_calcium",,Q9HC07,1.61e-103,Putative divalent cation/proton antiporter TMEM165 (Transmembrane protein 165) (Transmembrane protein PT27) (Transmembrane protein TPARL),calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; Golgi calcium ion homeostasis [GO:0032468]; Golgi calcium ion transport [GO:0032472]; intracellular calcium ion homeostasis [GO:0006874]; manganese ion transmembrane transport [GO:0071421]; manganese ion transport [GO:0006828]; protein N-linked glycosylation [GO:0006487]; regulation of lysosomal lumen pH [GO:0035751],GO:0000139; GO:0005384; GO:0005765; GO:0005794; GO:0006487; GO:0006816; GO:0006828; GO:0006874; GO:0010008; GO:0015085; GO:0015297; GO:0032468; GO:0032472; GO:0032588; GO:0033106; GO:0035751; GO:0043231; GO:0070588; GO:0071421,cis-Golgi network membrane [GO:0033106]; endosome membrane [GO:0010008]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; intracellular membrane-bounded organelle [GO:0043231]; lysosomal membrane [GO:0005765]; trans-Golgi network membrane [GO:0032588],antiporter activity [GO:0015297]; calcium ion transmembrane transporter activity [GO:0015085]; manganese ion transmembrane transporter activity [GO:0005384],Putative divalent cation/proton antiporter TMEM165
Pocillopora_acuta_HIv2___RNAseq.g3844.t1,Bhattacharya2016,FGF23,Q5RAY8,6.9e-19,Fibroblast growth factor 7 (FGF-7) (Heparin-binding growth factor 7) (HBGF-7) (Keratinocyte growth factor),actin cytoskeleton organization [GO:0030036]; branching involved in salivary gland morphogenesis [GO:0060445]; endothelial cell proliferation [GO:0001935]; fibroblast growth factor receptor signaling pathway [GO:0008543]; hair follicle morphogenesis [GO:0031069]; mesenchymal cell proliferation [GO:0010463]; myoblast proliferation [GO:0051450]; positive regulation of cell division [GO:0051781]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of epithelial cell proliferation involved in lung morphogenesis [GO:0060501]; positive regulation of keratinocyte migration [GO:0051549]; positive regulation of keratinocyte proliferation [GO:0010838]; positive regulation of myoblast proliferation [GO:2000288]; protein localization to cell surface [GO:0034394]; regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling [GO:0060665]; regulation of synapse maturation [GO:0090128]; secretion by lung epithelial cell involved in lung growth [GO:0061033],GO:0001935; GO:0001938; GO:0005576; GO:0005794; GO:0008083; GO:0008201; GO:0008543; GO:0010463; GO:0010838; GO:0030036; GO:0031069; GO:0034394; GO:0042056; GO:0045893; GO:0051450; GO:0051549; GO:0051781; GO:0060445; GO:0060501; GO:0060665; GO:0061033; GO:0090128; GO:0098794; GO:0098982; GO:2000288,extracellular region [GO:0005576]; GABA-ergic synapse [GO:0098982]; Golgi apparatus [GO:0005794]; postsynapse [GO:0098794],chemoattractant activity [GO:0042056]; growth factor activity [GO:0008083]; heparin binding [GO:0008201],FGF23
