query,gene_set,Bhattacharya_ID,blast_hit,evalue,ProteinNames,BiologicalProcess,GOs,CellularComponent,MolecularFunction,short_name
Montipora_capitata_HIv3___RNAseq.g566.t1,aquaporin,,P55088,1.11e-42,Aquaporin-4 (AQP-4) (Mercurial-insensitive water channel) (MIWC) (WCH4),cerebrospinal fluid circulation [GO:0090660]; cerebrospinal fluid secretion [GO:0033326]; establishment of localization in cell [GO:0051649]; intracellular water homeostasis [GO:0009992]; multicellular organismal-level water homeostasis [GO:0050891]; protein homotetramerization [GO:0051289]; renal water absorption [GO:0070295]; sensory perception of sound [GO:0007605]; water transport [GO:0006833],GO:0005576; GO:0005737; GO:0005886; GO:0005911; GO:0006833; GO:0007605; GO:0009992; GO:0010008; GO:0015250; GO:0016020; GO:0016323; GO:0033326; GO:0042383; GO:0050891; GO:0051289; GO:0051649; GO:0070295; GO:0090660; GO:0097450,astrocyte end-foot [GO:0097450]; basolateral plasma membrane [GO:0016323]; cell-cell junction [GO:0005911]; cytoplasm [GO:0005737]; endosome membrane [GO:0010008]; extracellular region [GO:0005576]; membrane [GO:0016020]; plasma membrane [GO:0005886]; sarcolemma [GO:0042383],water channel activity [GO:0015250],Aquaporin-4
Montipora_capitata_HIv3___RNAseq.g595.t1,"calcium, ER_calcium",,P10415,4.77e-15,Apoptosis regulator Bcl-2,"actin filament organization [GO:0007015]; apoptotic process [GO:0006915]; autophagy [GO:0006914]; axon regeneration [GO:0031103]; axonogenesis [GO:0007409]; B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; B cell lineage commitment [GO:0002326]; B cell proliferation [GO:0042100]; B cell receptor signaling pathway [GO:0050853]; behavioral fear response [GO:0001662]; branching involved in ureteric bud morphogenesis [GO:0001658]; calcium ion transport into cytosol [GO:0060402]; CD8-positive, alpha-beta T cell lineage commitment [GO:0043375]; cell-cell adhesion [GO:0098609]; cellular response to glucose starvation [GO:0042149]; cellular response to hypoxia [GO:0071456]; cochlear nucleus development [GO:0021747]; defense response to virus [GO:0051607]; dendritic cell apoptotic process [GO:0097048]; digestive tract morphogenesis [GO:0048546]; DNA damage response [GO:0006974]; ear development [GO:0043583]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial cell apoptotic process [GO:1904019]; establishment of localization in cell [GO:0051649]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; extrinsic apoptotic signaling pathway via death domain receptors [GO:0008625]; female pregnancy [GO:0007565]; focal adhesion assembly [GO:0048041]; G1/S transition of mitotic cell cycle [GO:0000082]; gland morphogenesis [GO:0022612]; glomerulus development [GO:0032835]; hair follicle morphogenesis [GO:0031069]; hematopoietic stem cell differentiation [GO:0060218]; homeostasis of number of cells within a tissue [GO:0048873]; humoral immune response [GO:0006959]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; intrinsic apoptotic signaling pathway in response to oxidative stress [GO:0008631]; lymphoid progenitor cell differentiation [GO:0002320]; male gonad development [GO:0008584]; melanin metabolic process [GO:0006582]; melanocyte differentiation [GO:0030318]; mesenchymal cell development [GO:0014031]; metanephros development [GO:0001656]; motor neuron apoptotic process [GO:0097049]; myeloid cell apoptotic process [GO:0033028]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of apoptotic signaling pathway [GO:2001234]; negative regulation of autophagy [GO:0010507]; negative regulation of B cell apoptotic process [GO:0002903]; negative regulation of calcium ion transport into cytosol [GO:0010523]; negative regulation of cell growth [GO:0030308]; negative regulation of cell migration [GO:0030336]; negative regulation of cellular pH reduction [GO:0032848]; negative regulation of dendritic cell apoptotic process [GO:2000669]; negative regulation of epithelial cell apoptotic process [GO:1904036]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of G1/S transition of mitotic cell cycle [GO:2000134]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902166]; negative regulation of mitochondrial depolarization [GO:0051902]; negative regulation of motor neuron apoptotic process [GO:2000672]; negative regulation of myeloid cell apoptotic process [GO:0033033]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of ossification [GO:0030279]; negative regulation of osteoblast proliferation [GO:0033689]; negative regulation of retinal cell programmed cell death [GO:0046671]; negative regulation of T cell apoptotic process [GO:0070233]; neuron apoptotic process [GO:0051402]; neuron maturation [GO:0042551]; oocyte development [GO:0048599]; organ growth [GO:0035265]; ossification [GO:0001503]; osteoblast proliferation [GO:0033687]; ovarian follicle development [GO:0001541]; pigment granule organization [GO:0048753]; positive regulation of apoptotic process [GO:0043065]; positive regulation of B cell proliferation [GO:0030890]; positive regulation of cell growth [GO:0030307]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of melanocyte differentiation [GO:0045636]; positive regulation of multicellular organism growth [GO:0040018]; positive regulation of neuron maturation [GO:0014042]; positive regulation of skeletal muscle fiber development [GO:0048743]; positive regulation of smooth muscle cell migration [GO:0014911]; post-embryonic development [GO:0009791]; protein polyubiquitination [GO:0000209]; reactive oxygen species metabolic process [GO:0072593]; regulation of calcium ion transport [GO:0051924]; regulation of cell-matrix adhesion [GO:0001952]; regulation of gene expression [GO:0010468]; regulation of glycoprotein biosynthetic process [GO:0010559]; regulation of mitochondrial membrane permeability [GO:0046902]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of nitrogen utilization [GO:0006808]; regulation of protein localization [GO:0032880]; regulation of protein stability [GO:0031647]; regulation of transmembrane transporter activity [GO:0022898]; regulation of viral genome replication [GO:0045069]; release of cytochrome c from mitochondria [GO:0001836]; renal system process [GO:0003014]; response to cytokine [GO:0034097]; response to gamma radiation [GO:0010332]; response to glucocorticoid [GO:0051384]; response to hydrogen peroxide [GO:0042542]; response to iron ion [GO:0010039]; response to ischemia [GO:0002931]; response to nicotine [GO:0035094]; response to radiation [GO:0009314]; response to toxic substance [GO:0009636]; response to UV-B [GO:0010224]; response to xenobiotic stimulus [GO:0009410]; retinal cell programmed cell death [GO:0046666]; skeletal muscle fiber development [GO:0048741]; smooth muscle cell migration [GO:0014909]; spleen development [GO:0048536]; stem cell development [GO:0048864]; T cell apoptotic process [GO:0070231]; T cell differentiation in thymus [GO:0033077]; T cell homeostasis [GO:0043029]; thymus development [GO:0048538]",GO:0000082; GO:0000209; GO:0001503; GO:0001541; GO:0001656; GO:0001658; GO:0001662; GO:0001782; GO:0001783; GO:0001836; GO:0001952; GO:0002020; GO:0002320; GO:0002326; GO:0002903; GO:0002931; GO:0003014; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005783; GO:0005789; GO:0005829; GO:0006582; GO:0006808; GO:0006914; GO:0006915; GO:0006959; GO:0006974; GO:0007015; GO:0007409; GO:0007565; GO:0008284; GO:0008584; GO:0008625; GO:0008630; GO:0008631; GO:0009314; GO:0009410; GO:0009636; GO:0009791; GO:0010039; GO:0010224; GO:0010332; GO:0010468; GO:0010507; GO:0010523; GO:0010559; GO:0014031; GO:0014042; GO:0014909; GO:0014911; GO:0015267; GO:0016020; GO:0016248; GO:0021747; GO:0022612; GO:0022898; GO:0030279; GO:0030307; GO:0030308; GO:0030318; GO:0030336; GO:0030890; GO:0031069; GO:0031103; GO:0031625; GO:0031647; GO:0031965; GO:0032469; GO:0032835; GO:0032848; GO:0032880; GO:0032991; GO:0033028; GO:0033033; GO:0033077; GO:0033687; GO:0033689; GO:0034097; GO:0035094; GO:0035265; GO:0040018; GO:0042100; GO:0042149; GO:0042542; GO:0042551; GO:0042802; GO:0043029; GO:0043065; GO:0043066; GO:0043209; GO:0043375; GO:0043524; GO:0043565; GO:0043583; GO:0045069; GO:0045636; GO:0046666; GO:0046671; GO:0046902; GO:0046930; GO:0046982; GO:0048041; GO:0048536; GO:0048538; GO:0048546; GO:0048599; GO:0048741; GO:0048743; GO:0048753; GO:0048864; GO:0048873; GO:0050853; GO:0051384; GO:0051402; GO:0051434; GO:0051607; GO:0051649; GO:0051721; GO:0051881; GO:0051902; GO:0051924; GO:0060090; GO:0060218; GO:0060402; GO:0070059; GO:0070231; GO:0070233; GO:0071456; GO:0072593; GO:0097048; GO:0097049; GO:0097138; GO:0097192; GO:0098609; GO:0140297; GO:1902166; GO:1904019; GO:1904036; GO:2000134; GO:2000669; GO:2000672; GO:2000811; GO:2001234; GO:2001240; GO:2001243,BAD-BCL-2 complex [GO:0097138]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; membrane [GO:0016020]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; pore complex [GO:0046930]; protein-containing complex [GO:0032991],BH3 domain binding [GO:0051434]; channel activity [GO:0015267]; channel inhibitor activity [GO:0016248]; DNA-binding transcription factor binding [GO:0140297]; identical protein binding [GO:0042802]; molecular adaptor activity [GO:0060090]; protease binding [GO:0002020]; protein heterodimerization activity [GO:0046982]; protein phosphatase 2A binding [GO:0051721]; sequence-specific DNA binding [GO:0043565]; ubiquitin protein ligase binding [GO:0031625],Apoptosis regulator Bcl-2
Montipora_capitata_HIv3___RNAseq.g6326.t2,TRP,,O62852,4.87e-14,Short transient receptor potential channel 5 (Rtrp5) (TrpC5) (Capacitative calcium entry channel 2) (CCE2),neuron apoptotic process [GO:0051402]; phosphatidylserine exposure on apoptotic cell surface [GO:0070782]; regulation of cytosolic calcium ion concentration [GO:0051480],GO:0005262; GO:0005886; GO:0015279; GO:0034704; GO:0051402; GO:0051480; GO:0070679; GO:0070782; GO:0098793,calcium channel complex [GO:0034704]; plasma membrane [GO:0005886]; presynapse [GO:0098793],"calcium channel activity [GO:0005262]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 5
Montipora_capitata_HIv3___RNAseq.g6437.t1,SLC24,,Q49SH1,4.19e-123,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Protein golden) (Solute carrier family 24 member 5),calcium ion transmembrane transport [GO:0070588]; developmental pigmentation [GO:0048066]; intracellular calcium ion homeostasis [GO:0006874]; melanocyte differentiation [GO:0030318]; melanocyte migration [GO:0097324]; pigmentation [GO:0043473],GO:0005262; GO:0005802; GO:0006874; GO:0008273; GO:0015293; GO:0016020; GO:0030318; GO:0042470; GO:0043473; GO:0048066; GO:0070588; GO:0097324,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
Montipora_capitata_HIv3___RNAseq.g6440.t1,SLC24,,Q8C261,9.95e-100,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Solute carrier family 24 member 5),calcium ion import [GO:0070509]; melanin biosynthetic process [GO:0042438]; monoatomic ion transmembrane transport [GO:0034220]; negative regulation of melanin biosynthetic process [GO:0048022],GO:0005802; GO:0008273; GO:0015085; GO:0015293; GO:0016020; GO:0034220; GO:0042438; GO:0042470; GO:0048022; GO:0070509,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium ion transmembrane transporter activity [GO:0015085]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
Montipora_capitata_HIv3___RNAseq.g6441.t1,SLC24,,Q49SH1,1.19e-91,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Protein golden) (Solute carrier family 24 member 5),calcium ion transmembrane transport [GO:0070588]; developmental pigmentation [GO:0048066]; intracellular calcium ion homeostasis [GO:0006874]; melanocyte differentiation [GO:0030318]; melanocyte migration [GO:0097324]; pigmentation [GO:0043473],GO:0005262; GO:0005802; GO:0006874; GO:0008273; GO:0015293; GO:0016020; GO:0030318; GO:0042470; GO:0043473; GO:0048066; GO:0070588; GO:0097324,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
Montipora_capitata_HIv3___RNAseq.g6442.t1,SLC24,,Q49SH1,1.35e-106,Sodium/potassium/calcium exchanger 5 (Na(+)/K(+)/Ca(2+)-exchange protein 5) (Protein golden) (Solute carrier family 24 member 5),calcium ion transmembrane transport [GO:0070588]; developmental pigmentation [GO:0048066]; intracellular calcium ion homeostasis [GO:0006874]; melanocyte differentiation [GO:0030318]; melanocyte migration [GO:0097324]; pigmentation [GO:0043473],GO:0005262; GO:0005802; GO:0006874; GO:0008273; GO:0015293; GO:0016020; GO:0030318; GO:0042470; GO:0043473; GO:0048066; GO:0070588; GO:0097324,melanosome [GO:0042470]; membrane [GO:0016020]; trans-Golgi network [GO:0005802],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 5
Montipora_capitata_HIv3___RNAseq.g6443.t1,SLC24,,Q9HC58,1.36e-47,Sodium/potassium/calcium exchanger 3 (Na(+)/K(+)/Ca(2+)-exchange protein 3) (Solute carrier family 24 member 3),bone mineralization [GO:0030282]; calcium ion transmembrane transport [GO:0070588]; intracellular calcium ion homeostasis [GO:0006874]; monoatomic ion transport [GO:0006811]; negative regulation of gene expression [GO:0010629]; positive regulation of gene expression [GO:0010628]; potassium ion transmembrane transport [GO:0071805]; sodium ion transmembrane transport [GO:0035725]; transport across blood-brain barrier [GO:0150104],GO:0005262; GO:0005886; GO:0006811; GO:0006874; GO:0008273; GO:0010628; GO:0010629; GO:0015293; GO:0030282; GO:0035725; GO:0070588; GO:0071805; GO:0071944; GO:0150104,cell periphery [GO:0071944]; plasma membrane [GO:0005886],"calcium channel activity [GO:0005262]; calcium, potassium:sodium antiporter activity [GO:0008273]; symporter activity [GO:0015293]",Sodium/potassium/calcium exchanger 3
Montipora_capitata_HIv3___RNAseq.g6703.t1,calcium,,O73810,1.78e-24,D(2) dopamine receptor (Dopamine D2 receptor),"adenylate cyclase-inhibiting dopamine receptor signaling pathway [GO:0007195]; hyaloid vascular plexus regression [GO:1990384]; negative regulation of calcium ion transport into cytosol [GO:0010523]; negative regulation of peptide hormone secretion [GO:0090278]; negative regulation of synaptic transmission, glutamatergic [GO:0051967]; phospholipase C-activating dopamine receptor signaling pathway [GO:0060158]; regulation of dopamine secretion [GO:0014059]; regulation of potassium ion transport [GO:0043266]",GO:0000139; GO:0001591; GO:0004930; GO:0007195; GO:0010523; GO:0014059; GO:0035240; GO:0038023; GO:0042734; GO:0043266; GO:0051967; GO:0060158; GO:0090278; GO:0098978; GO:1990384,glutamatergic synapse [GO:0098978]; Golgi membrane [GO:0000139]; presynaptic membrane [GO:0042734],"dopamine binding [GO:0035240]; dopamine neurotransmitter receptor activity, coupled via Gi/Go [GO:0001591]; G protein-coupled receptor activity [GO:0004930]; signaling receptor activity [GO:0038023]",D(2) dopamine receptor
Montipora_capitata_HIv3___RNAseq.g6874.t1b,Bhattacharya2016,TMC7,Q4R7U0,5.6e-116,Transmembrane channel-like protein 7,sensory perception of mechanical stimulus [GO:0050954],GO:0005886; GO:0008200; GO:0008381; GO:0050954,plasma membrane [GO:0005886],ion channel inhibitor activity [GO:0008200]; mechanosensitive monoatomic ion channel activity [GO:0008381],TMC7
Montipora_capitata_HIv3___RNAseq.g6967.t1,"TRP, calcium",,Q7Z020,3.45e-97,Transient receptor potential cation channel subfamily A member 1 (dTRPA1) (Ankyrin-like with transmembrane domains protein 1) (dANKTM1),calcium ion transport [GO:0006816]; cellular response to heat [GO:0034605]; cellular response to pulsatile fluid shear stress [GO:0097703]; detection of chemical stimulus involved in sensory perception of bitter taste [GO:0001580]; detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of hot stimulus involved in thermoception [GO:0120168]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; detection of temperature stimulus involved in thermoception [GO:0050960]; mechanosensory behavior [GO:0007638]; monoatomic cation transmembrane transport [GO:0098655]; monoatomic cation transport [GO:0006812]; negative phototaxis [GO:0046957]; neuronal signal transduction [GO:0023041]; phototransduction [GO:0007602]; positive regulation of calcium-mediated signaling [GO:0050850]; response to heat [GO:0009408]; response to light stimulus [GO:0009416]; temperature compensation of the circadian clock [GO:0010378]; thermosensory behavior [GO:0040040]; thermotaxis [GO:0043052],GO:0001580; GO:0005261; GO:0005262; GO:0005886; GO:0006812; GO:0006816; GO:0007602; GO:0007638; GO:0009408; GO:0009416; GO:0010378; GO:0015276; GO:0016020; GO:0023041; GO:0034605; GO:0034703; GO:0040040; GO:0043052; GO:0046957; GO:0050850; GO:0050960; GO:0050965; GO:0050968; GO:0097604; GO:0097703; GO:0098655; GO:0120168,cation channel complex [GO:0034703]; membrane [GO:0016020]; plasma membrane [GO:0005886],calcium channel activity [GO:0005262]; ligand-gated monoatomic ion channel activity [GO:0015276]; monoatomic cation channel activity [GO:0005261]; temperature-gated cation channel activity [GO:0097604],Transient receptor potential cation channel subfamily A member 1
Montipora_capitata_HIv3___RNAseq.g6998.t2,Bhattacharya2016,TMC5,Q7Z402,1.31e-100,Transmembrane channel-like protein 7,sensory perception of mechanical stimulus [GO:0050954],GO:0005886; GO:0008200; GO:0008381; GO:0043025; GO:0050954,neuronal cell body [GO:0043025]; plasma membrane [GO:0005886],ion channel inhibitor activity [GO:0008200]; mechanosensitive monoatomic ion channel activity [GO:0008381],TMC5
Montipora_capitata_HIv3___RNAseq.g7083.t1,calcium,,O08852,4.84e-29,Polycystin-1 (Autosomal dominant polycystic kidney disease 1 protein homolog),blood vessel development [GO:0001568]; branching involved in lymph vessel morphogenesis [GO:0060854]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; cartilage condensation [GO:0001502]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cell-cell adhesion [GO:0098609]; detection of mechanical stimulus [GO:0050982]; digestive tract development [GO:0048565]; embryonic placenta development [GO:0001892]; establishment of cell polarity [GO:0030010]; genitalia development [GO:0048806]; heart development [GO:0007507]; in utero embryonic development [GO:0001701]; kidney development [GO:0001822]; liver development [GO:0001889]; lung epithelium development [GO:0060428]; lymph vessel morphogenesis [GO:0036303]; mesonephric duct development [GO:0072177]; metanephric ascending thin limb development [GO:0072218]; metanephric collecting duct development [GO:0072205]; metanephric distal tubule morphogenesis [GO:0072287]; metanephric proximal tubule development [GO:0072237]; mitocytosis [GO:0160040]; neural tube development [GO:0021915]; nitrogen cycle metabolic process [GO:0071941]; peptidyl-serine phosphorylation [GO:0018105]; placenta blood vessel development [GO:0060674]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein export from nucleus [GO:0006611]; protein heterotetramerization [GO:0051290]; regulation of cell adhesion [GO:0030155]; regulation of cell cycle [GO:0051726]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic spindle organization [GO:0060236]; regulation of proteasomal protein catabolic process [GO:0061136]; response to fluid shear stress [GO:0034405]; skin development [GO:0043588]; spinal cord development [GO:0021510]; Wnt signaling pathway [GO:0016055],GO:0001502; GO:0001568; GO:0001701; GO:0001822; GO:0001889; GO:0001892; GO:0002133; GO:0005261; GO:0005262; GO:0005634; GO:0005737; GO:0005783; GO:0005794; GO:0005886; GO:0005929; GO:0006611; GO:0006816; GO:0007204; GO:0007259; GO:0007507; GO:0009986; GO:0016020; GO:0016055; GO:0016323; GO:0016328; GO:0018105; GO:0019901; GO:0019904; GO:0021510; GO:0021915; GO:0030010; GO:0030155; GO:0030246; GO:0031514; GO:0034405; GO:0034703; GO:0034704; GO:0036303; GO:0042813; GO:0043588; GO:0044325; GO:0045944; GO:0048565; GO:0048754; GO:0048806; GO:0050982; GO:0051290; GO:0051726; GO:0060236; GO:0060428; GO:0060674; GO:0060854; GO:0061136; GO:0070062; GO:0070588; GO:0071941; GO:0072177; GO:0072205; GO:0072218; GO:0072237; GO:0072287; GO:0098609; GO:0140416; GO:0140494; GO:0160040; GO:2000045,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; cation channel complex [GO:0034703]; cell surface [GO:0009986]; cilium [GO:0005929]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; migrasome [GO:0140494]; motile cilium [GO:0031514]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polycystin complex [GO:0002133],calcium channel activity [GO:0005262]; carbohydrate binding [GO:0030246]; monoatomic cation channel activity [GO:0005261]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; transcription regulator inhibitor activity [GO:0140416]; transmembrane transporter binding [GO:0044325]; Wnt receptor activity [GO:0042813],Polycystin-1
Montipora_capitata_HIv3___RNAseq.g7098.t1,calcium,,P98161,1.45e-34,Polycystin-1 (PC1) (Autosomal dominant polycystic kidney disease 1 protein),anatomical structure morphogenesis [GO:0009653]; branching morphogenesis of an epithelial tube [GO:0048754]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; calcium-independent cell-matrix adhesion [GO:0007161]; cartilage condensation [GO:0001502]; cartilage development [GO:0051216]; cell surface receptor signaling pathway [GO:0007166]; cell surface receptor signaling pathway via JAK-STAT [GO:0007259]; cell-matrix adhesion [GO:0007160]; detection of mechanical stimulus [GO:0050982]; digestive tract development [GO:0048565]; embryonic placenta development [GO:0001892]; establishment of cell polarity [GO:0030010]; genitalia development [GO:0048806]; heart development [GO:0007507]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; in utero embryonic development [GO:0001701]; kidney development [GO:0001822]; liver development [GO:0001889]; lung epithelium development [GO:0060428]; lymph vessel morphogenesis [GO:0036303]; mesonephric duct development [GO:0072177]; mesonephric tubule development [GO:0072164]; metanephric ascending thin limb development [GO:0072218]; metanephric collecting duct development [GO:0072205]; metanephric distal tubule morphogenesis [GO:0072287]; metanephric proximal tubule development [GO:0072237]; mitocytosis [GO:0160040]; neural tube development [GO:0021915]; nitrogen cycle metabolic process [GO:0071941]; peptidyl-serine phosphorylation [GO:0018105]; placenta blood vessel development [GO:0060674]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein export from nucleus [GO:0006611]; protein heterotetramerization [GO:0051290]; regulation of cell adhesion [GO:0030155]; regulation of cell cycle [GO:0051726]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of mitotic spindle organization [GO:0060236]; regulation of proteasomal protein catabolic process [GO:0061136]; response to fluid shear stress [GO:0034405]; skin development [GO:0043588]; spinal cord development [GO:0021510]; Wnt signaling pathway [GO:0016055],GO:0000139; GO:0001502; GO:0001701; GO:0001822; GO:0001889; GO:0001892; GO:0002133; GO:0005262; GO:0005634; GO:0005737; GO:0005783; GO:0005794; GO:0005886; GO:0005929; GO:0006611; GO:0006816; GO:0007156; GO:0007160; GO:0007161; GO:0007166; GO:0007204; GO:0007259; GO:0007507; GO:0009653; GO:0009986; GO:0016020; GO:0016055; GO:0016323; GO:0016328; GO:0018105; GO:0019901; GO:0019904; GO:0021510; GO:0021915; GO:0030010; GO:0030155; GO:0030246; GO:0030660; GO:0031514; GO:0034405; GO:0034703; GO:0034704; GO:0036303; GO:0042813; GO:0043588; GO:0044325; GO:0045944; GO:0048565; GO:0048754; GO:0048806; GO:0050982; GO:0051216; GO:0051290; GO:0051726; GO:0060170; GO:0060236; GO:0060428; GO:0060674; GO:0061136; GO:0070062; GO:0070588; GO:0071941; GO:0072164; GO:0072177; GO:0072205; GO:0072218; GO:0072237; GO:0072287; GO:0140416; GO:0140494; GO:0160040; GO:2000045,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; cation channel complex [GO:0034703]; cell surface [GO:0009986]; ciliary membrane [GO:0060170]; cilium [GO:0005929]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; Golgi-associated vesicle membrane [GO:0030660]; lateral plasma membrane [GO:0016328]; membrane [GO:0016020]; migrasome [GO:0140494]; motile cilium [GO:0031514]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; polycystin complex [GO:0002133],calcium channel activity [GO:0005262]; carbohydrate binding [GO:0030246]; protein domain specific binding [GO:0019904]; protein kinase binding [GO:0019901]; transcription regulator inhibitor activity [GO:0140416]; transmembrane transporter binding [GO:0044325]; Wnt receptor activity [GO:0042813],Polycystin-1
Montipora_capitata_HIv3___RNAseq.g7105.t1,TRP,,Q9QUQ5,1.02e-13,Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4),calcium ion import [GO:0070509]; gamma-aminobutyric acid secretion [GO:0014051]; oligodendrocyte differentiation [GO:0048709],GO:0005886; GO:0005901; GO:0005911; GO:0008013; GO:0009986; GO:0014051; GO:0015279; GO:0016323; GO:0030863; GO:0032991; GO:0034704; GO:0045121; GO:0045296; GO:0048709; GO:0070509; GO:0070679,basolateral plasma membrane [GO:0016323]; calcium channel complex [GO:0034704]; caveola [GO:0005901]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cortical cytoskeleton [GO:0030863]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991],"beta-catenin binding [GO:0008013]; cadherin binding [GO:0045296]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 4
Montipora_capitata_HIv3___RNAseq.g7120.t1,"TRP, calcium",,Q9R283,7.49e-17,Short transient receptor potential channel 2 (TrpC2) (Transient receptor protein 2) (TRP-2) (rTrp2),"acrosome reaction [GO:0007340]; aggressive behavior [GO:0002118]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; female courtship behavior [GO:0008050]; inter-male aggressive behavior [GO:0002121]; mating behavior, sex discrimination [GO:0048047]; negative regulation of male mating behavior [GO:1902436]; positive regulation of cytosolic calcium ion concentration [GO:0007204]; regulation of cytosolic calcium ion concentration [GO:0051480]; regulation of gene expression [GO:0010468]; response to pheromone [GO:0019236]; single fertilization [GO:0007338]; single strand break repair [GO:0000012]; territorial aggressive behavior [GO:0002124]",GO:0000012; GO:0002118; GO:0002121; GO:0002124; GO:0003684; GO:0005634; GO:0005886; GO:0006816; GO:0007204; GO:0007338; GO:0007340; GO:0008050; GO:0010468; GO:0012505; GO:0015279; GO:0019236; GO:0019992; GO:0032590; GO:0034703; GO:0048047; GO:0051480; GO:0070588; GO:0070679; GO:1902436,cation channel complex [GO:0034703]; dendrite membrane [GO:0032590]; endomembrane system [GO:0012505]; nucleus [GO:0005634]; plasma membrane [GO:0005886],"damaged DNA binding [GO:0003684]; diacylglycerol binding [GO:0019992]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]",Short transient receptor potential channel 2
